Authors	Title	Journal	deconfounding	deconfounding level	Age	Sex_Gender	Scan_related	Biological_physiological	Clinical_psychological	Other	Not_specified	notes deconfounding 
Meng, DT and Wang, SP and Wong, PCM and Feng, GY and Meng, Danting and Wang, Suiping and Wong, Patrick C. M. and Feng, Gangyi	Generalizable predictive modeling of semantic processing ability from functional brain connectivity	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological/biological (nuisance covariate regression, band pass filtering)
Morris, EL and Taylor, SF and Kang, J and Morris, Emily L. and Taylor, Stephan F. and Kang, Jian	On predictability of individual functional connectivity networks from clinical characteristics	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (respiration/heart rate artifacts removed using band pass filtering)
Motlaghian, SM and Belger, A and Bustillo, JR and Ford, JM and Iraji, A and Lim, K and Mathalon, DH and Mueller, BA and O'Leary, D and Pearlson, G and Potkin, SG and Preda, A and van Erp, TGM and Calhoun, VD and Motlaghian, Sara M. and Belger, Aysenil and Bustillo, Juan R. and Ford, Judith M. and Iraji, Armin and Lim, Kelvin and Mathalon, Daniel H. and Mueller, Bryon A. and O'Leary, Daniel and Pearlson, Godfrey and Potkin, Steven G. and Preda, Adrian and van Erp, Theo G. M. and Calhoun, Vince D.	Nonlinear functional network connectivity in resting functional magnetic resonance imaging data	HUMAN BRAIN MAPPING	Multiple	Before network estimation	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	before: age (sample matching), sex (sample matching), scan related (motion)
Pat, N and Wang, Y and Anney, R and Riglin, L and Thapar, A and Stringaris, A and Pat, Narun and Wang, Yue and Anney, Richard and Riglin, Lucy and Thapar, Anita and Stringaris, Argyris	Longitudinally stable, brain-based predictive models mediate the relationships between childhood cognition and socio-demographic, psychological and genetic factors	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression), other (site)  
Sbaihat, H and Rajkumar, R and Ramkiran, S and Assi, AAN and Felder, J and Shah, NJ and Veselinovic, T and Neuner, I and Sbaihat, Hasan and Rajkumar, Ravichandran and Ramkiran, Shukti and Assi, Abed Al-Nasser and Felder, Joerg and Shah, Nadim Jon and Veselinovic, Tanja and Neuner, Irene	Test-retest stability of spontaneous brain activity and functional connectivity in the core resting-state networks assessed with ultrahigh field 7-Tesla resting-state functional magnetic resonance imaging	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological/biological (nuisance covariate regression) 
Shen, YH and Zhang, C and Cui, SS and Wang, R and Cai, HH and Zhao, WM and Zhu, JJ and Yu, YQ and Shen, Yuhao and Zhang, Cun and Cui, Shunshun and Wang, Rui and Cai, Huanhuan and Zhao, Wenming and Zhu, Jiajia and Yu, Yongqiang	Transcriptional substrates underlying functional connectivity profiles of subregions within the human sensorimotor cortex	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, signal drift), physiological/biological (band pass filtering) 
Wang, R and Mo, F and Shen, YH and Song, Y and Cai, HH and Zhu, JJ and Wang, Rui and Mo, Fan and Shen, Yuhao and Song, Yu and Cai, Huanhuan and Zhu, Jiajia	Functional connectivity gradients of the insula to different cerebral systems	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filtering) 
Wanger, TJ and Janes, AC and Frederick, BB and Wanger, Timothy J. and Janes, Amy C. and Frederick, Blaise B.	Spatial variation of changes in test-retest reliability of functional connectivity after global signal regression: The effect of considering hemodynamic delay	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (ICA-FIX removal of noise components, global signal regression)
Xu, LZ and Feng, JF and Yu, LC and Xu, Longzhou and Feng, Jianfeng and Yu, Lianchun	Avalanche criticality in individuals, fluid intelligence, and working memory	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression)
Yu, JH and Fischer, NL and Yu, Junhong and Fischer, Nastassja L.	Asymmetric generalizability of multimodal brain-behavior associations across age-groups	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (low pass filtering, global signal regression)
Di, X and Woelfer, M and Kuhn, S and Zhang, ZG and Biswal, BB and Di, Xin and Woelfer, Marie and Kuehn, Simone and Zhang, Zhiguo and Biswal, Bharat B.	Estimations of the weather effects on brain functions using functional MRI: A cautionary note	HUMAN BRAIN MAPPING	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (high-pass filtering)
Jung, J and Ralph, MAL and Jackson, RL and Jung, JeYoung and Ralph, Matthew A. Lambon and Jackson, Rebecca L.	Subregions of DLPFC Display Graded yet Distinct Structural and Functional Connectivity	JOURNAL OF NEUROSCIENCE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering, global signal regression)
Newton, M and Cookson, SL and D'Esposito, M and Kayser, AS and Newton, Melissa and Cookson, Savannah L. and D'Esposito, Mark and Kayser, Andrew S.	Connectivity-Defined Subdivisions of the Intraparietal Sulcus Respond Differentially to Abstraction during Decision-Making	JOURNAL OF NEUROSCIENCE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filtering, nuisance covariate regression using ICA-FIX, global signal regression)
Saggar, M and Shine, JM and Liegeois, R and Dosenbach, NUF and Fair, D and Saggar, Manish and Shine, James M. and Liegeois, Raphael and Dosenbach, Nico U. F. and Fair, Damien	Precision dynamical mapping using topological data analysis reveals a hub-like transition state at rest	NATURE COMMUNICATIONS	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (low- and band-pass filtering, global signal regression, nuisance covariate regression) 
Dafflon, J and Da Costa, PF and Vasa, F and Monti, RP and Bzdok, D and Hellyer, PJ and Turkheimer, F and Smallwood, J and Jones, E and Leech, R and Dafflon, Jessica and Da Costa, Pedro F. and Vasa, Frantisek and Monti, Ricardo Pio and Bzdok, Danilo and Hellyer, Peter J. and Turkheimer, Federico and Smallwood, Jonathan and Jones, Emily and Leech, Robert	A guided multiverse study of neuroimaging analyses	NATURE COMMUNICATIONS	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band pass filtering, global signal regression)
Falakshahi, H and Rokham, H and Fu, ZN and Iraji, A and Mathalon, DH and Ford, JM and Mueller, BA and Preda, A and van Erp, TGM and Turner, JA and Plis, S and Calhoun, VD and Falakshahi, Haleh and Rokham, Hooman and Fu, Zening and Iraji, Armin and Mathalon, Daniel H. and Ford, Judith M. and Mueller, Bryon A. and Preda, Adrian and van Erp, Theo G. M. and Turner, Jessica A. and Plis, Sergey and Calhoun, Vince D.	Path analysis: A method to estimate altered pathways in time-varying graphs of neuroimaging data	NETWORK NEUROSCIENCE	Multiple	Before network estimation	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	before: age (sample matching), gender (sample matching), scan related (motion (preprocessing and sample matching)) 
Amemiya, S and Takao, H and Watanabe, Y and Miyawaki, S and Koizumi, S and Saito, N and Abe, O and Amemiya, Shiori and Takao, Hidemasa and Watanabe, Yusuke and Miyawaki, Satoru and Koizumi, Satoshi and Saito, Nobuhito and Abe, Osamu	Reliability and sensitivity to alterered hemodynamics measured with resting-state fMRI metrics: Comparison with (123) I-IMP SPECT	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, linear trend removal), physiological (band pass filtering)
Betzel, RF and Cutts, SA and Greenwell, S and Faskowitz, J and Sporns, O and Betzel, Richard F. and Cutts, Sarah A. and Greenwell, Sarah and Faskowitz, Joshua and Sporns, Olaf	Individualized event structure drives individual differences in whole-brain functional connectivity	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band pass filtering)
Choi, H and Byeon, K and Park, BY and Lee, JE and Valk, SL and Bernhardt, B and Di Martino, A and Milham, M and Hong, SJ and Park, H and Choi, Hyoungshin and Byeon, Kyoungseob and Park, Bo-yong and Lee, Jong-eun and Valk, Sofie L. and Bernhardt, Boris and Di Martino, Adriana and Milham, Michael and Hong, Seok-Jun and Park, Hyunjin	Diagnosis-informed connectivity subtyping discovers subgroups of autism with reproducible symptom profiles	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band pass filtering)
Coppola, P and Spindler, LRB and Luppi, AI and Adapa, R and Naci, L and Allanson, J and Finoia, P and Williams, GB and Pickard, JD and Owen, AM and Menon, DK and Stamatakis, EA and Coppola, Peter and Spindler, Lennart R. B. and Luppi, Andrea, I and Adapa, Ram and Naci, Lorina and Allanson, Judith and Finoia, Paola and Williams, Guy B. and Pickard, John D. and Owen, Adrian M. and Menon, David K. and Stamatakis, Emmanuel A.	Network dynamics scale with levels of awareness	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, linear detrending), physiological (removal of cardiac/respiration artifacts using nuisance covariate regression, band pass filtering)
Domhof, JWM and Eickhoff, SB and Popovych, OV and Domhof, Justin W. M. and Eickhoff, Simon B. and V. Popovych, Oleksandr	Reliability and subject specificity of personalized whole-brain dynamical models	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, linear detrending), physiological (ICA-FIX denoising)
Gal, S and Tik, N and Bernstein-Eliav, M and Tavor, I and Gal, Shachar and Tik, Niv and Bernstein-Eliav, Michal and Tavor, Ido	Predicting individual traits from unperformed tasks	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (ICA-FIX denoising)
Honnorat, N and Habes, M and Honnorat, Nicolas and Habes, Mohamad	Covariance shrinkage can assess and improve functional connectomes	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (ICA-FIX denoising, global signal regression, band pass filtering)
Kaplan, S and Perrone, A and Alexopoulos, D and Kenley, JK and Barch, DM and Buss, C and Elison, JT and Graham, AM and Neil, JJ and O'Connor, TG and Rasmussen, JM and Rosenberg, MD and Rogers, CE and Sotiras, A and Fair, DA and Smyser, CD and Kaplan, Sydney and Perrone, Anders and Alexopoulos, Dimitrios and Kenley, Jeanette K. and Barch, Deanna M. and Buss, Claudia and Elison, Jed T. and Graham, Alice M. and Neil, Jeffrey J. and O'Connor, Thomas G. and Rasmussen, Jerod M. and Rosenberg, Monica D. and Rogers, Cynthia E. and Sotiras, Aristeidis and Fair, Damien A. and Smyser, Christopher D.	Synthesizing pseudo-T2w images to recapture missing data in neonatal neuroimaging with applications in rs-fMRI	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band pass filtering)
Kawabata, K and Bagarinaob, E and Watanabe, H and Maesawab, S and Mori, D and Hara, K and Ohdake, R and Masuda, M and Ogura, A and Kato, T and Koyama, S and Katsuno, M and Wakabayashi, T and Kuzuya, M and Hoshiyama, M and Isoda, H and Naganawa, S and Ozaki, N and Sobue, G and Kawabata, Kazuya and Bagarinaob, Epifanio and Watanabe, Hirohisa and Maesawab, Satoshi and Mori, Daisuke and Hara, Kazuhiro and Ohdake, Reiko and Masuda, Michihito and Ogura, Aya and Kato, Toshiyasu and Koyama, Shuji and Katsuno, Masahisa and Wakabayashi, Toshihiko and Kuzuya, Masafumi and Hoshiyama, Minoru and Isoda, Haruo and Naganawa, Shinji and Ozaki, Norio and Sobue, Gen	Functional connector hubs in the cerebellum	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band pass filtering) 
Ladwig, Z and Seitzman, BA and Dworetsky, A and Yu, YH and Adeyemo, B and Smith, DM and Petersen, SE and Gratton, C and Ladwig, Zach and Seitzman, Benjamin A. and Dworetsky, Ally and Yu, Yuhua and Adeyemo, Babatunde and Smith, Derek M. and Petersen, Steven E. and Gratton, Caterina	BOLD cofluctuation 'events' are predicted from static functional connectivity	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, low- and band-pass filtering) 
Lee, K and Horien, C and O'Connor, D and Garand-Sheridan, B and Tokoglu, F and Scheinost, D and Lake, EMR and Constable, RT and Lee, Kangjoo and Horien, Corey and O'Connor, David and Garand-Sheridan, Bronwen and Tokoglu, Fuyuze and Scheinost, Dustin and Lake, Evelyn M. R. and Constable, R. Todd	Arousal impacts distributed hubs modulating the integration of brain functional connectivity	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, low-pass filtering) 
Ngo, GH and Khosla, M and Jamison, K and Kuceyeski, A and Sabuncu, MR and Ngo, Gia H. and Khosla, Meenakshi and Jamison, Keith and Kuceyeski, Amy and Sabuncu, Mert R.	Predicting individual task contrasts from resting-state functional connectivity using a surface-based convolutional network	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression) 
Palombit, A and Silvestri, E and Volpi, T and Aiello, M and Cecchin, D and Bertoldo, A and Corbetta, M and Palombit, Alessandro and Silvestri, Erica and Volpi, Tommaso and Aiello, Marco and Cecchin, Diego and Bertoldo, Alessandra and Corbetta, Maurizio	Variability of regional glucose metabolism and the topology of functional networks in the human brain	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, high-pass filtering) 
Pang, LY and Li, HD and Liu, QY and Luo, YJ and Mobbs, D and Wu, HY and Pang, Luoyao and Li, Huidi and Liu, Quanying and Luo, Yue-Jia and Mobbs, Dean and Wu, Haiyan	Resting-state functional connectivity of social brain regions predicts motivated dishonesty	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering) 
Parsons, N and Ugon, J and Morgan, K and Shelyag, S and Hocking, A and Chan, SY and Poudel, G and Dominguez, JF and Caeyenberghs, K and Parsons, Nicholas and Ugon, Julien and Morgan, Kerri and Shelyag, Sergiy and Hocking, Alex and Chan, Su Yuan and Poudel, Govinda and Dominguez, Juan F. and Caeyenberghs, Karen	Structural-functional connectivity bandwidth of the human brain	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band-pass filtering)  
Rong Ooi, LQ and Chen, JZ and Zhang, SS and Kong, R and Tam, A and Li, JW and Dhamala, E and Zhou, JH and Holmes, AJ and Thoma, BT and Rong, Leon Qi and Chen, Jianzhong and Zhang, Shaoshi and Kong, Ru and Tam, Angela and Li, Jingwei and Dhamala, Elvisha and Zhou, Juan Helen and Holmes, Avram J. and Thoma, B. T.	Comparison of individualized behavioral predictions across anatomical, diffusion and functional connectivity MRI	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (ICA-FIX nuisance covariate regression, global signal regression, band-pass filtering)   
Saarimaki, H and Glerean, E and Smirnov, D and Mynttinen, H and Jaaskelainen, IP and Sams, M and Nummenmaa, L and Saarimaki, Heini and Glerean, Enrico and Smirnov, Dmitry and Mynttinen, Henri and Jaaskelainen, Iiro P. and Sams, Mikko and Nummenmaa, Lauri	Classification of emotion categories based on functional connectivity patterns of the human brain	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, scanner trend), physiological (DRIFTER removal of cardiac/respiration artifacts, band-pass filtering) 
Singh, K and Cauzzo, S and Garcia-Gomar, MG and Stauder, M and Vanello, N and Passino, C and Bianciardi, M and Singh, Kavita and Cauzzo, Simone and Garcia-Gomar, Maria Guadalupe and Stauder, Matthew and Vanello, Nicola and Passino, Claudio and Bianciardi, Marta	Functional connectome of arousal and motor brainstem nuclei in living humans by 7 Tesla resting-state fMRI	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (cardiac/respiration artifact removal using nuisance covariate regression, band-pass filtering) 
Tooley, UA and Bassett, DS and Mackey, AP and Tooley, Ursula A. and Bassett, Danielle S. and Mackey, Allyson P.	Functional brain network community structure in childhood: Unfinished territories and fuzzy boundaries	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band pass filtering) 
Wang, S and Veinot, J and Goyal, A and Khatibi, A and Lazar, SW and Hashmi, JA and Wang, Sean and Veinot, Jennika and Goyal, Amita and Khatibi, Ali and Lazar, Sara W. and Hashmi, Javeria Ali	Distinct networks of periaqueductal gray columns in pain and threat processing	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band pass filtering) 
Yoo, K and Rosenberg, MD and Kwon, YH and Scheinost, D and Constable, RT and Chun, MM and Yoo, Kwangsun and Rosenberg, Monica D. and Kwon, Young Hye and Scheinost, Dustin and Constable, R. Todd and Chun, Marvin M.	A cognitive state transformation model for task-general and task-specific subsystems of the brain connectome	NEUROIMAGE	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression) 
DeRamus, TP and Wu, L and Qi, S and Iraji, A and Silva, R and Du, Y and Pearlson, G and Mayer, A and Bustillo, JR and Stromberg, SF and Calhoun, VD and DeRamus, T. P. and Wu, L. and Qi, S. and Iraji, A. and Silva, R. and Du, Y. and Pearlson, G. and Mayer, A. and Bustillo, J. R. and Stromberg, S. F. and Calhoun, V. D.	Multimodal data fusion of cortical-subcortical morphology and functional network connectivity in psychotic spectrum disorder	NEUROIMAGE-CLINICAL	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion (using GIG-ICA?)), physiological (nuisance covariate regression (using GIG-ICA?)) 
Evans, TC and Alonso, MR and Jagger-Rickels, A and Rothlein, D and Zuberer, A and Bernstein, J and Fortier, CB and Fonda, JR and Villalon, A and Jorge, R and Milberg, W and McGlinchey, R and DeGutis, J and Esterman, M and Evans, Travis C. and Alonso, Marina Rodriguez and Jagger-Rickels, Audreyana and Rothlein, David and Zuberer, Agnieszka and Bernstein, John and Fortier, Catherine B. and Fonda, Jennifer R. and Villalon, Audri and Jorge, Ricardo and Milberg, William and McGlinchey, Regina and DeGutis, Joseph and Esterman, Michael	PTSD symptomatology is selectively associated with impaired sustained attention ability and dorsal attention network synchronization	NEUROIMAGE-CLINICAL	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, linear scanner drift), physiological (nuisance covariate regression, band-pass filtering, global signal regression) 
Fan, LM and Li, CX and Huang, ZG and Zhao, J and Wu, XF and Liu, T and Li, YJ and Wang, J and Fan, Liming and Li, Chenxi and Huang, Zi-gang and Zhao, Jie and Wu, Xiaofeng and Liu, Tian and Li, Youjun and Wang, Jue	The longitudinal neural dynamics changes of whole brain connectome during natural recovery from poststroke aphasia	NEUROIMAGE-CLINICAL	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression) 
Harris, JK and Hassel, S and Davis, AD and Zamyadi, M and Arnott, SR and Milev, R and Lam, RW and Frey, BN and Hall, GB and Muller, DJ and Rotzinger, S and Kennedy, SH and Strother, SC and MacQueen, GM and Greiner, R and Harris, Jacqueline K. and Hassel, Stefanie and Davis, Andrew D. and Zamyadi, Mojdeh and Arnott, Stephen R. and Milev, Roumen and Lam, Raymond W. and Frey, Benicio N. and Hall, Geoffrey B. and Muller, Daniel J. and Rotzinger, Susan and Kennedy, Sidney H. and Strother, Stephen C. and MacQueen, Glenda M. and Greiner, Russell	Predicting escitalopram treatment response from pre-treatment and early response resting state fMRI in a multi-site sample: A CAN-BIND-1 report	NEUROIMAGE-CLINICAL	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression to remove cardiac/respiration artifacts, low-pass filtering)
Idesis, S and Faskowitz, J and Betzel, RF and Corbetta, M and Sporns, O and Deco, G and Idesis, Sebastian and Faskowitz, Joshua and Betzel, Richard F. and Corbetta, Maurizio and Sporns, Olaf and Deco, Gustavo	Edge-centric analysis of stroke patients: An alternative approach for biomarkers of lesion recovery	NEUROIMAGE-CLINICAL	Multiple	Before network estimation	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: age (sample matching), other (education (sample matching)), scan related (motion), physiological (nuisance covariate regression, band-pass filtering, global signal regression) 
Sentis, AI and Rasero, J and Gianaros, PJ and Verstynen, TD and Sentis, Amy Isabella and Rasero, Javier and Gianaros, Peter J. and Verstynen, Timothy D.	Integrating multiple brain imaging modalities does not boost prediction of subclinical atherosclerosis in midlife adults	NEUROIMAGE-CLINICAL	Multiple	Before network estimation	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band-pass filtering)
Li, HH and Wu, JJ and Marks, RA and Huang, HY and Li, LN and Dong, L and Luo, YJ and Tao, WH and Ding, GS and Li, Hehui and Wu, Junjie and Marks, Rebecca A. and Huang, Huiya and Li, Lina and Dong, Lin and Luo, Yue-Jia and Tao, Wuhai and Ding, Guosheng	Functional mapping and cooperation between the cerebellum and cerebrum during word reading	CEREBRAL CORTEX	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological/biological (differences in ROI size across the brain, hemodynamic lag (during fMRI task)) after: clinical/psychological (task performance)
Zhao, Y and Skandali, N and Bethlehem, RAI and Voon, V and Zhao, Ying and Skandali, Nikolina and Bethlehem, Richard A. I. and Voon, Valerie	Mesial Prefrontal Cortex and Alcohol Misuse: Dissociating Cross-sectional and Longitudinal Relationships in UK Biobank	BIOLOGICAL PSYCHIATRY	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological noise.  after: age, gender, physiological/biological (intracranial volume), other (study site)
Katsumi, Y and Putcha, D and Eckbo, R and Wong, B and Quimby, M and McGinnis, S and Touroutoglou, A and Dickerson, BC and Katsumi, Yuta and Putcha, Deepti and Eckbo, Ryan and Wong, Bonnie and Quimby, Megan and McGinnis, Scott and Touroutoglou, Alexandra and Dickerson, Bradford C.	Anterior dorsal attention network tau drives visual attention deficits in posterior cortical atrophy	BRAIN	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (low-pass filtering, nuisance covariate regression, global signal regression)  after: age, sex
Khan, AF and Adewale, Q and Baumeister, TR and Carbonell, F and Zilles, K and Palomero-Gallagher, N and Iturria-Medina, Y and Khan, Ahmed Faraz and Adewale, Quadri and Baumeister, Tobias R. and Carbonell, Felix and Zilles, Karl and Palomero-Gallagher, Nicola and Iturria-Medina, Yasser and Alzheimer's Dis Neuroimaging Initi	Personalized brain models identify neurotransmitter receptor changes in Alzheimer's disease	BRAIN	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (band-pass filtering) after: age, gender, other (education)
Levey, AI and Qiu, DQ and Zhao, LP and Hu, WT and Duong, DM and Higginbotham, L and Dammer, EB and Seyfried, NT and Wingo, TS and Hales, CM and Tansey, MG and Goldstein, DS and Abrol, A and Calhoun, VD and Goldstein, FC and Hajjar, I and Fagan, AM and Galasko, D and Edland, SD and Hanfelt, J and Lah, JJ and Weinshenker, D and Levey, Allan I. and Qiu, Deqiang and Zhao, Liping and Hu, William T. and Duong, Duc M. and Higginbotham, Lenora and Dammer, Eric B. and Seyfried, Nicholas T. and Wingo, Thomas S. and Hales, Chadwick M. and Gamez Tansey, Malu and Goldstein, David S. and Abrol, Anees and Calhoun, Vince D. and Goldstein, Felicia C. and Hajjar, Ihab and Fagan, Anne M. and Galasko, Doug and Edland, Steven D. and Hanfelt, John and Lah, James J. and Weinshenker, David	A phase II study repurposing atomoxetine for neuroprotection in mild cognitive impairment	BRAIN	Multiple	Multiple	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	before: scan related (motion) after: age, gender, biological (BMI), other (baseline static FC values). 
Chiem, B and Abbas, K and Amico, E and Duong-Tran, DA and Crevecoeur, F and Goni, J and Chiem, Benjamin and Abbas, Kausar and Amico, Enrico and Duong-Tran, Duy Anh and Crevecoeur, Frederic and Goni, Joaquin	Improving Functional Connectome Fingerprinting with Degree-Normalization	BRAIN CONNECTIVITY	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (band-pass filtering, global signal regression) after: other (matching rate)
Gumus, M and Mack, ML and Green, R and Khodadadi, M and Wennberg, RA and Crawley, A and Colella, B and Tarazi, A and Mikulis, D and Tator, CH and Tartaglia, MC and Gumus, Melisa and Mack, Michael L. and Green, Robin and Khodadadi, Mozhgan and Wennberg, Richard A. and Crawley, Adrian and Colella, Brenda and Tarazi, Apameh and Mikulis, David and Tator, Charles H. and Tartaglia, Maria Carmela	Brain Connectivity Changes in Postconcussion Syndrome as the Neural Substrate of a Heterogeneous Syndrome	BRAIN CONNECTIVITY	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: age (sample matching), other (education (sample matching)), scan related (motion), physiological (ICA-AROMA denoising, band pass filtering) after: age (edges corrected using a linear model)
